id;CourseCode;Name;DepartmentName;SemesterName;SemesterType;ECTS;Description;TeachingLanguage;Prerequisite
21;T-501-SUST;Sjálfbærni;Verkfræðideild;Haustönn 2022;12V;6;"<p><strong>Stig námskeiðs: </strong>2.<strong> </strong>Grunnnám, framhaldsnámskeið.<br><strong>Tegund námskeiðs: </strong>Skyldunámskeið fyrir allar námsbrautir í verkfræði.<br><strong>Nauðsynlegir undanfarar: </strong>Námskeiðið er ætlað nemendum sem hafa lokið 2 árum í verkfræðinámi.</p><p>Í námskeiðinu verður fjallað um hugtakið sjálfbæra þróun og þá hugmyndafræði sem liggur því að baki. Rætt verður um áhrif einstaklinga og fyrirtækja á sívaxandi ágang náttúruauðlinda og hlýnun jarðar. Þá verður fjallað um þá áskorun að leita leiða til lausna svo að samfélagið geti haldið áfram að mæta sínum þörfum án þess að ganga á þolmörk jarðarinnar eða möguleika komandi kynslóða. &nbsp;Skoðað verður hverjar eru helstu orsakir umhverfisvandamála og þýðingu þeirra bæði í íslensku og alþjóðlegu samhengi. Greindir verða hvaða hvatar eru til staðar í samfélaginu fyrir fyrirtæki að huga að sjálfbærni og hin ýmsu verkfæri kynnt, s.s. staðlað kolefnisbókhald (GHG Protocol), lífsferilsgreining (LCA), ISO 14001, umhverfismerki og samfélagsskýrslur. Þá er sjónum beint að þeim samfélagslegu þáttum sem hafa áhrif á sjálfbærni eins og t.d. mannréttindi og jafnrétti og efnahagslegra þátta. Velt verður upp spurningum á borð við hvað felst í samfélagslegri ábyrgð fyrirtækja og hvernig geta þau lagt mat á stöðu sína. &nbsp;Markmiðið er að nemendur geti greint sjálfbærni starf fyrirtækja/stofnanna, geti unnið stefnumörkun í anda sjálfbærni viðmiða, sett markmið og skilgreint mælikvarða, og gert verkáætlun um innleiðingu hennar. Einnig að tengja helstu álitamál tengd sjálfbærri þróun við verkfræði og öðlist færni til að leita sjálfbærra lausna. Að lokum að gera sér grein fyrir þeim siðferðislegum skyldum sem á þeim hvíla að starfa sem sérfræðingur fyrir almannhag.&nbsp;</p>";Íslenska;0
22;T-502-HERM;Hermun;Verkfræðideild;Haustönn 2022;3V;6;"<p><strong>Stig námskeiðs: </strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2. Grunnnám, framhaldsnámskeið.<br><strong>Tegund námskeiðs:</strong>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Skyldunámskeið rekstrarverkfræði.<br><strong>Nauðsynlegir undanfarar:</strong>&nbsp; Stærðfræði I (T-101-STA1), Tölfræði I (T-302-TOLF).</p><p>Grunnatriðin í biðraðafræði. Almennt um kerfi, líkön og lausnaraðferðir. Hermilíkön og aðferðafræði hermunar. Tímarásarlíkön. Atburðarrás. Stakræn (discrete) hermun, inntaksdreifingar, slembuframkallarar. Kennt á hermunarforritið Simul 8. Notkun stakrænnar hermunar í biðraðakerfum og birgðakerfum. Monte Carlo hermun í excel. Samanburður á niðurstöðum hermunar.</p><p><strong>Lesefni: </strong>Stuðst við <em>Simulation Modelling and Analysis</em> eftir Averill Law, en ekki er gerð krafa um að nemendur kaupi bókina. Auk þess efni héðan og þaðan:</p>";Íslenska;1
23;T-503-AFLE;Afleiður;Verkfræðideild;Haustönn 2022;12V;6;"<p><strong>Stig námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. Grunnnám, sérhæft námskeið.&nbsp;&nbsp;&nbsp;<br><strong>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Skyldunámskeið fjármálaverkfræði.<br><strong>Nauðsynlegir undanfarar:</strong> Verðbréf (T-303-VERD), Tölfræði I (T-302-TOLF).</p><p>Byrjað verður á stuttri kynningu á afleiðum og vöxtum. Nemendur læra að nota og búa til eingreiðsluvaxtaferilinn og hvaða kenningar eru notaðar til þess að skýra lögun hans. Í framhaldi af því verður fjallað um framvirka samninga á vexti og aðrar undirliggjandi eignir. Þar á eftir verða skiptasamingar teknir fyrir, bæði greiðsluflæði og verðlagning. Að lokum verður farið í valréttarsamninga á hlutabréf, skuldabréf og vexti. Mikil áhersla verður lögð á verkefnavinnu til þess að dýpka skilning nemenda og auka leikni þeirri í notkun afleiðusamninga.</p><p><strong>Lesefni: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>John C Hull, <em>Futures, Options &amp; Other Derivatives.</em></p>";Íslenska;1
24;T-503-REGL;Reglunarfræði;Verkfræðideild;Haustönn 2022;12V;6;<p><strong>Year of study: </strong>3rd/4th year (final year BSc/first year MSc).<br><strong>Semester:</strong> Fall. Level of course: 3. First cycle, advanced / 4. Second cycle, introductory.<br><strong>Type of course:</strong> Core HÁV, RAV. Recommended elective for HEV and VV.<br><strong>Prerequisites (mandatory):</strong> Calculus I (T-101-STA1), Calculus II (T-201-STA2), Mathematics III (T-301-MATH), Linear Algebra (T-211-LINA), Linear Dynamic Systems. T-401-LISY. Programming in Matlab and/or Python.<br><strong>Schedule:</strong> Runs for 12 weeks - 6 lectures each week, along with exercises. Supervising teacher: Elias August.<br><strong>Lecturer: </strong>Elias August.<br>This is an introductory course to feedback control systems. The course topics are:</p><ul><li>Models of dynamical systems based on ordinary differential equations</li><li>Stability analysis</li><li>Linear systems</li><li>Design of control systems in state-space</li><li>PID control</li><li>Frequency domain analysis</li><li>Frequency domain design methods</li></ul>;Enska;0
25;T-509-RAFT;Rafeindatækni;Verkfræðideild;Haustönn 2022;12V;6;"<p><strong>Level of course:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. Grunnnám, sérhæft námskeið / 4. Framhaldsnám, inngangsnámskeið.<br><strong>Type of course:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Skyldunámskeið raforkuverkfræði. <em>Ráðlagt val&nbsp; hátækniverkfræði, heilbrigðisverkfræði.</em>&nbsp;<br><strong>Prerequisites: </strong>Analog Circuit Analysis (T-306-RAS1), Analog Circuit Design (T-406-RAS2).</p><ul><li>Review of signal-processing basics;</li><li>Introduction to electronic devices;</li><li>Operation, electrical characteristics, large- and small-signal models of diodes and transistors (MOSFET and BJT);</li><li>Ideal and non-ideal operational amplifier;</li><li>Elementary transistor stages: biasing, operation point, small signal analysis;</li><li>Design techniques of small-signal amplifiers and their uses in multistage amplifiers;</li><li>Design with operational amplifier;</li><li>Fundamentals of filter design;</li><li>Output stages and power amplifiers;</li><li>Oscillators.</li></ul><p><strong>Lesefni: </strong>A.S Sedra, K.C Smith, <em>Microelectonics Circuits. </em>Laboratory manuals and assignment manuals.</p><p><br></p><p><br></p><p><br></p>";Íslenska/Enska;1
26;T-510-MALI;Mælitækni og lífsmörk;Verkfræðideild;Haustönn 2022;12V;6;"<p><strong>Stig námskeiðs: </strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. Grunnnám, sérhæft námskeið.<br><strong>Tegund námskeiðs:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>Skyldunámskeið HEV.<br><strong>Nauðsynlegir undanfarar: </strong>Stærðfræði 1 (T-101-STA1), Stærðfræði II (T-102-STA2), Stærðfræði III (T-301-MATH),&nbsp;Eðlisfræði I (T-201-EDL1), Eðlisfræði II (T-202-EDL2), Greining rása (T-306-RAS1), Mælikerfi (T-316-LABB). &nbsp;<strong>Aðrir ráðlagðir undanfarar:</strong> Merkjafræði (T-306-MerK), Tölfræði (T-302-TOLF), Lífeðlisfræði (T-406-LIFE), Rafeindatækni (T-509-RAFT).</p><p>Farið er í mælingu á nokkrum algengum stærðum til sjúkdómsgreininga og vöktun sjúklinga.&nbsp;Viðfangsefnið er uppruni merkjanna, rafskaut til upptöku, tæknileg gerð nema og magnara auk aðferða við að taka upp merkin.&nbsp;Um er að ræða mælingar á raflífmerkjum eins og hjartariti, heilariti, vöðvariti o.fl.&nbsp;Einnig mælingar á blóðþrýstingi, blóðflæði í æðum, mælingar með úthljóði og öndunarmælingar.&nbsp;Farið er í hvernig lífsmörk eru metin.&nbsp;Þá er farið í kröfur fyrir CE merkingu og FDA samþykki.&nbsp;Farið er í Laplace stærðfræði til að lýsa nema, magnara og yfirfærslu þeirra.&nbsp;Einnig tegundir og tölfræðilega meðhöndlun mæliskekkja.</p><p>Í námskeiðinu er magnari til mælinga og upptöku hinna ýmsu merkja útgangspunktur.&nbsp;Nemendur smíða magnarann og reikna helstu eiginleika hans.&nbsp;Þeir læra að tengja nema við hann og gera sér grein fyrir hvernig heildarkerfið virkar, þ.e. nemi og magnari.&nbsp;Eiginleikar mælikerfisins eru reiknaðir. Gerðar eru verklegar æfingar til að æfa þetta.</p><p>Leiðarljós yfirferðar er hvernig þekkingu í líf­eðlis­fræði, eðlisfræði, stærðfræði og rafeindatækni beitt til að skilgreina mælikerfið og hanna það.&nbsp;Í námskeiðinu er gert ráð fyrir að nemendur hafi þekkingu úr þessum grunnfögum heilbrigðisverkfræðinnar.</p><p><strong>Lesefni: </strong>John G. Webster, <em>Medical Instrumentation.</em></p>";Enska;1
27;T-512-FRBI;Framleiðslu- og birgðastýring;Verkfræðideild;Haustönn 2022;12V;6;"<p><strong>Stig námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. Grunnnám, sérhæft námskeið.<br><strong>Tegund námskeiðs: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>Skyldunámskeið rekstrarverkfræði<br><strong>Undanfarar:</strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Engir undanfarar. Námskeiðið er ætlað nemendum á 3. námsári í verkfræði.</p><p>Aðfangakeðjan s.s. kostnaðarmyndun, stýring, áætlanagerð og samskipti. Spár og áætlanagerð: helstu tölfræðileg spálíkön kynnt og einnig aðferðir við gerð huglægra spáa, samvinna í áætlanagerð og hlutverk áætlanagerðar innan fyrirtækja skoðað. Einnig farið í aðferðafræði við mat á gæðum spálíkana og áætlana. Birgðastýring og vörudreifing: aðferðafræði skoðuð, helstu líkön kynnt s.s. EOQ, VRP og fl. Vandamálið líka skoðað almennt sem bestunarlíkan. Framleiðslustjórnun og stýring aðfanga í framleiðslu, yfirsýn og verkferlar skoðaðir. MRP, yfirlitsáætlanir, skammtímaáætlanir og fl. Straumlínustjórnun (Lean management).&nbsp;<em>Birt með fyrirvara um breytingar.</em></p><p><strong>Lesefni: </strong>F. Robert Jacobs, William L. Berry, D. Clay Whybartk og Thomas E. Vollmann, <em>Manufacturing planning and control.</em></p>";Íslenska;0
28;T-516-CORP;Fjármál fyrirtækja fyrir verkfræðinema;Verkfræðideild;Haustönn 2022;12V;6;"<p><strong>Stig námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2. Grunnnám, framhaldsnámskeið.<br><strong>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Skyldunámskeið fjármálaverkfræði.<br><strong>Nauðsynlegir undanfarar: </strong>Stærðfræði I &amp; II (T-101-STA1 og T-202-STA2). &nbsp;Aðrir ráðlagðir undanfarar: Excel;&nbsp; grunnnámskeið í fjármálum.</p><p>Námskeiðið snýst um ýmsa þætti fjármála fyrirtækja með áherslu á gerð líkana og lausn verkefna í töflureikni. Fjallað er um kennitölugreiningu ársreikninga og gerð reiknilíkans sem samþættir rekstrareikning, efnahagsreikning og sjóðstreymi. Farið er í kenningar um skilvirkni markaða og veika form kenningar um skilvirkni markaða kannað á íslenskum hlutabréfamarkaði. Fjallað er um áætlanagerð og búið til líkan sem leiðir fram frjálst sjóðstreymi. Fjallað er um hvernig virði frjáls sjóðstreymis er metið með núvirðingu (Dicounted Cash Flow) og búið til reiknilíkan sem framkvæmir slíkan útreikning.</p><p><strong>Lesefni: </strong>Richard A. Brealey&nbsp;og&nbsp;Stewart C. Myers, <em>Principles of Corporate Finance</em>.</p>";Íslenska;1
29;T-534-AFLF;Aflfræði;Verkfræðideild;Haustönn 2022;12V;6;"<p><strong>Stig námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2. Grunnnám, framhaldsnámskeið.<br><strong>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Skyldunámskeið í HÁV, OV, VV.<br><strong>Nauðsynlegir undanfarar:</strong> Stærðfræði 1 (T-101-STA1), Eðlisfræði I (T-102-EDL1). Stærðfræði II (T-201-STA2) má taka&nbsp;&nbsp; samhliða. Aðrir ráðlagðir undanfarar: Línuleg algebra (T-211-LINA).</p><p>Lögmálum Newton beitt á agnir, agnakerfi og stífa hluti. Hreyfilýsing, afstæð hreyfing. Atlag, skriðþungi, hverfiþungi. Hreyfilýsing stífra hluta, snúningshraði, snúningsvægi, hverfitregða. Euler jöfnur og Euler horn. Orkuaðferðir, frjálsar og knúnar sveiflur, dempaðar og ódempaðar.</p><p><strong>Lesefni: </strong>J.L Meriam and L.G Kraige, <em>Engineering Mechanics: Dynamics.</em></p>";Íslenska;1
30;T-536-RENN;Straumfræði;Verkfræðideild;Haustönn 2022;12V;6;"<p><strong>Stig námskeiðs: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>2. Grunnnám, framhaldsnámskeið.<strong> </strong>&nbsp;&nbsp;<br><strong>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Skyldunámskeið vélaverkfræði.<br><strong>Nauðsynlegir undanfarar: </strong>Eðlisfræði I (T-102-EDL1), Stærðfræði II (T-201-STA2), Varmafræði (T-507-VARM).</p><p>Efnistök námskeiðsins eru meðal annars eðliseiginleikar vökva, vökvastöðufræði, varðveislulögmál með tegur- og diffurframsetningu, Bernoulli jafna, mættisstreymi, einföld flæði seigra vökva með Navier-Stokes jöfnum, víddargreining, pípustreymi, jaðarlög og þjappanleg flæði.</p><p><strong>Lesefni:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>F.M White, <em>Fluid Mechanics.</em></p>";Íslenska;1
31;T-561-LIFF;Lífaflfræði;Verkfræðideild;Haustönn 2022;3V;6;"<p><strong>Stig námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. Grunnnám, sérhæft námskeið.<br><strong>Tegund námskeiðs:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>Valnámskeið.&nbsp; <em>Ráðlagt val fyrir heilbrigðisverkfræði.</em><br><strong>Undanfarar:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Stöðu og burðarþolsfræði ((T-106-BURD), Eðlisfræði I (T-102-EDL1)</p><p>Undirstöðuatriði lífaflfræðinnar kynnt og greint hvernig hreyfing og vöðvakraftar hafa áhrif á álag í hinum ýmsu liðum líkamans. Farið verður í reikninga á kraftvægi og liðkröftum og reiknaðir vöðvakraftar í statískt ákveðnum og óákveðnum kerfum. Farið verður í hvernig mæla má hreyfingu líkamans í þrívíðu rúmi. Göngugreining verður rædd. Farið verður í lífaflfræðilega greiningu á ýmsum liðum líkamans eins og hné, mjöðm, bak, axlir og úlnlið. Að lokum verður farið í hvernig sjúkdómar eins og beinþynning, gigt og aðrir hrörnunarsjúkdómar hafa áhrif á lífaflfræði mannsins.</p><p><strong>Lesefni: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>Margareta Nordin, Victor Frankel, <em>Basic Biomechanics of the Muscoloskeletal System.</em></p>";Íslenska;1
32;T-629-INDE;Sjálfstætt verkefni;Verkfræðideild;Haustönn 2022;12V;6;"<p><strong>Stig námskeiðs: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</strong> 3. Grunnnám, sérhæft námskeið.<br><strong>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Valnámskeið.<br><strong>Undanfarar:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Samþykki umsjónarkennara og námsbrautarstjóra.</p><p>Vel afmarkað verkefni sem reynir á sjálfstæð vinnubrögð nemanda, að mestu unniðs jálfstætt en undir handleiðslu leiðbeinanda.. Verkefnið getur verið rannsókn, þróunarverkefni, smíði eða hönnun og er það unnið utan skipulagðs náms í verkfræði. &nbsp;Forkröfur: Sviðsstjóri námsbrautarinnar sem nemandinn stundar nám í þarf að samþykkja val á verkefni og leiðbeinanda áður en nemandi getur skráð sig í námskeiðið.</p><p><strong>Lesefni: </strong>Skv. ákvörðun leiðbeinanda.</p>";Íslenska;0
33;T-629-URO1;Rannsóknarvinna í grunnnámi I;Verkfræðideild;Haustönn 2022;12V;6;"<p><strong>Stig námskeiðs:</strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. Grunnnám – sérhæft námskeið.<br><strong>Tegund námskeiðs:</strong>&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Valnámskeið.<br><strong>Undanfarar:</strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Samþykki umsjónarkennara.</p><p>Rannsóknarvinna í grunnnámi er aðallega hugsað fyrir framúrskarandi nemendur sem hafa sýnt góðan árangur í námi og hafa mikinn áhuga á að stunda akademískar rannsóknir. Nemendur geta sótt um stöður í rannsóknarvinnu sem auglýstar eru af kennurum, eða nálgast kennara með hugmynd að rannsóknarverkefni. Kennarar ákveða hvaða nemendur fá stöður undir þeirra leiðsögn. Þegar kennari og nemandi hafa komið sér saman um verkefni, þarf nemandi að útbúa 1-3 bls verkefnistillögu með aðstoð leiðbeinanda. Verkefnistillaga er svo lögð fyrir námsráð tækni- og verkfræðideildar til samþykktar. Ekki er leyfilegt að þiggja laun fyrir verkefni né að verkefni sé unnið utan HR. Rannsóknavinnan getur verið sjálfstætt, afmarkað verkefni eða unnin sem hluti af stærra rannsóknarverkefni.</p><p><strong>Lesefni:</strong>&nbsp; Skv. ábendingum leiðbeinenda.</p>";Íslenska;0
34;T-629-URO2;Rannsóknarvinna í grunnnámi II;Verkfræðideild;Haustönn 2022;12V;6;"<p><strong>Stig námskeiðs:</strong>&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. Grunnnám – sérhæft námskeið.<strong><br>Tegund námskeiðs:</strong> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;Valnámskeið.<strong><br>Undanfarar:</strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Rannsóknarvinna í grunnnámi I (T-629-URO1). Samþykki umsjónarkennara.</p><p>T-629-URO2 er aðallega hugsað fyrir framúrskarandi nemendur sem hafa sýnt góðan árangur í námi og hafa mikinn áhuga á að stunda akademískar rannsóknir.&nbsp;T-629-URO2 er fyrir stærri verkefni, þ.e. í þeim undantekningartilfellum þar sem verkefni tekur meira en 6 ECTS einingar þá er hægt að sækja um að taka T-629-URO2 ásamt T-629-URO1. Nemendur geta sótt um stöður í rannsóknarvinnu sem auglýstar eru af kennurum, eða nálgast kennara með hugmynd að rannsóknarverkefni.&nbsp; Kennarar ákveða hvaða nemendur fá stöður undir þeirra leiðsögn. Þegar kennari og nemandi hafa komið sér saman um verkefni, þarf nemandi að útbúa 1-3 bls verkefnistillögu með aðstoð leiðbeinanda.&nbsp; Verkefnistillaga er svo lögð fyrir námsráð tækni- og verkfræðideildar til samþykktar. Ekki er leyfilegt að þiggja laun fyrir verkefni né að verkefni sé unnið utan HR.&nbsp; Rannsóknavinnan getur verið sjálfstætt, afmarkað verkefni eða unnin sem hluti af stærra rannsóknarverkefni.</p><p><strong>Lesefni:</strong> Skv. ábendingum leiðbeinenda.</p>";Íslenska;1
35;T-738-EMBE;Embedded System Programming;Verkfræðideild;Haustönn 2022;12V;8;"<p><strong>Level of course:&nbsp; </strong>3. Undergraduate (First cycle), advanced / 4. Graduate (Second cycle), introductory.<br><strong>Type of course:&nbsp; </strong>Core in MSc Mechatronics Engineering, elective for other programs.<br><strong>Prerequisites (mandatory):&nbsp; </strong>Programming (T-201-FOR1 or T-111-PROG). Additional recommended prerequisites: Mechatronics I (T-411-MECH).</p><p>Learning the basics of programming in resource limited systems such as that found in microcontrollers. The course teaches embedded software development using the C++ programming language. Basic programming skills are assumed. The course covers the following six main topics: memory management, object oriented programming, generic programming, embedded software design, performance validation, and code optimization. Each topic is accompanied by a software project using C++ and open software tool chains.</p><p><br></p><p><strong>Reading material: </strong>&nbsp;<em>Real-Time C++: Efficient Object-Oriented and Template Microcontroller Programming</em> by Christopher Kormanyos.&nbsp; Alternatively, the following three on-line texts used together:</p><ul><li><em>Discovering Modern C++: An Intensive Course for Scientists, Engineers, and Programmers</em> by Peter Gottschling. Addison-Wesley Professional, 2015.</li><li><em>Software Engineering for Embedded Systems, 2nd Edition</em> by Mark Kraeling; Robert Oshana. Newnes, 2019.</li><li><em>Hands-On Embedded Programming with C++17</em> by Maya Posch. Packt Publishing, 2019.</li></ul>";Enska;1
36;T-806-INDE;Sjálfstætt verkefni;Verkfræðideild;Haustönn 2022;12V;6;<p>Hönnunar- eða rannsóknarverkefni, valið í samráði við umsjónarkennara. Verkefni eru valin úr byggingar- og framkvæmdasviði íslensks athafnalífs. Áhersla er lögð á skipuleg og tæknileg vinnubrögð við gagnasöfnun og skilgreiningu markmiða, skilgreiningu vandamála, lausnaleit, úrvinnslu, skýrslugerð og teikningu. Mikil áhersla er lögð á sjálfstæð vinnubrögð.<br></p>;Enska;0
37;T-806-SIMU;Hermun II;Verkfræðideild;Haustönn 2022;3V;6;"<p>The purpose of the course is that students will be able to understand and apply the basic tools of System Analaysis and System Dynamics Modelling from a practical perspective. It has the steps from mission statement, system conceptualization and the process of creating simulation models from the conceptualization using the most modern, user-friendly software available called Stella. The course focuses on the fundamental concepts of system dynamics modelling such as positive and negative feedback structures as well as causal loop diagrams. System dynamics model formulation and simulation is introduced; rate equations and auxiliary equations, delays and graphical converters. Furthermore, policy and sensitivity analysis will be discussed. The course will focus on technical, ecological and economical topics and how they are linked. However, it will also cite examples of a greater variety, such as epidemical studies, interpersonal communications and group dynamics. Practical examples will be analysed both regarding business as well as public policy. The coupling between soft systems, such as decisions and human reactions and physical systems will be trained. By the end of the course the students will hopefully agree that modelling is both fun and useful.</p>";Enska;0
38;T-807-QUAL;Gæðastjórnun;Verkfræðideild;Haustönn 2022;3V;6;"<p>Gengið er út frá því að nemendur í námskeiðinu hafi amk. lágmarks bakgrunn í tölfræði. Einnig er æskilegt að nemendur hafi lokið 180 ECTS eininga háskólanámi eða hafi verulega reynslu í rekstri. &nbsp;</p><p>Fjallað er um hugmyndafræði gæðastjórnunar og mikilvægar undirgreinar hennar eins og straumlínustjórnun og 6 sigma. Meðal viðfangsefna eru gæðahugtakið, viðskiptavinir, gæðabragur, birgjar og gæðakostnaður. Stjórnunarkerfi og hönnun þeirra. Umbótaaðferðir, stjórnunarstaðlar, hönnun gæðakerfa, gæðahandbækur, vottun gæðakerfa og gæðaúttektir. Tölfræðileg gæðastýring, notkun stýririta og færni ferla.</p>";Enska;0
